ingredients,description,grade,efficacy
아이소부티릭애씨드,완충제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소부틸레이티드라놀린오일,"정전기방지제, 헤어컨디셔닝제, 피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸렌/소듐말리에이트코폴리머,"피막형성제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸렌/아이소프렌코폴리머,점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소부틸렌/엠에이코폴리머,"피막형성제, 모발고정제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸메타크릴레이트,피막형성제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소부틸메타크릴레이트/비스-하이드록시프로필다이메티콘아크릴레이트코폴리머,피막형성제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소부틸메틸테트라하이드로피란올,착향제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소부틸미리스테이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸벤조에이트,"착향제, 보존제, 용매. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸스테아레이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸아미도티아졸릴레조시놀,피부톤케어. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소부틸아세테이트,용액을 형성하기 위해 가스 또는 고체와 같은 다른 성분을 용해하거나 분해하는 데 사용되는 용매이다.,좋음,효과 없음
아이소부틸아이소스테아레이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸올리에이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸탈로우에이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸파라벤,파라벤은 논란의 여지가 있는 보존제 군으로 아이소부틸파라벤도 이에 속한다.,좋음,효과 없음
아이소부틸팔미테이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소부틸페녹시에폭시수지,피막형성제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소부틸펠라고네이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세테스-10스테아레이트,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소세테스-12,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세테스-15,유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소세테스-20,"순한 계면활성제. 피부 장벽에 미치는 영향을 최소화하면서 순한 세정 효과를 주는 것으로 유명하며, 유화제 및 가용화제로도 활용할 수 있다.",좋음,효과 없음
아이소세테스-25,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세테스-30,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세테스-5,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세테스-7,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세테아레스-8스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸라우레이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸리놀레오일스테아레이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸미리스테이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸베헤네이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸살리케이트,살리실릭애씨드의 유도체인 이 성분은 피부에 수분을 공급 효능이 있다.,보통,수분 공급
아이소세틸아이소데카노에이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸아이소스테아레이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸알코올,"피부컨디셔닝제, 유연제(연화제), 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸에틸헥사노에이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소세틸팔미테이트,"피부컨디셔닝제, 유연제(연화제). 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소소바이드,"보습제(습윤제), 피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소소바이드다이선플라워시데이트,"보습제(습윤제), 가소제, 피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소소바이드라우레이트,"피부컨디셔닝제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소소바이드올리에이트,피부컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소스테아라마이드디이에이,"계면활성제, 수분 결합제, 증점제로 사용된다.",좋음,효과 없음
아이소스테아라마이드미파,"정전기방지제, 세정제, 계면활성제 - 기포촉진제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소스테아라마이드엠이에이,"정전기방지제, 세정제, 계면활성제 - 기포촉진제, 점도조절제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소스테아라미노프로팔코늄클로라이드,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소스테아라미도모폴린스테아레이트,"세정제, 유화제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소스테아라미도프로필다이메틸아민,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소스테아라미도프로필다이메틸아민글라이콜레이트,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소스테아라미도프로필다이메틸아민글루코네이트,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소스테아라미도프로필다이메틸아민락테이트,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소스테아라미도프로필라우릴아세토다이모늄클로라이드,"정전기방지제, 헤어컨디셔닝제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
아이소스테아라미도프로필모폴린,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소스테아라미도프로필모폴린락테이트,정전기방지제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.,평가보류 성분,효과 없음
아이소스테아라미도프로필모폴린옥사이드,"세정제, 헤어컨디셔닝제, 세정제, 계면활성제 - 기포촉진제, 계면활성제 - 친수제. 해당 성분의 연구내용이 검토 전이기 때문에 아직 성분 등급을 매기지 않았습니다.",평가보류 성분,효과 없음
